Date,Close,High,Low,Open,Volume,Stock_Symbol,Sentiment_Score,Target
16-06-2021,746.682312,753.7029859,743.1470851,745.68647,8614096,AXISBANK,0.271156603,0
17-06-2021,735.5289307,742.3007054,732.9397656,738.8650381,6674329,AXISBANK,0.253332311,0
18-06-2021,733.2384644,740.1097986,719.2468962,739.0641766,8143792,AXISBANK,0.361590883,1
21-06-2021,736.4749756,737.8193988,717.5041967,721.9854859,6464497,AXISBANK,0.282270721,0
22-06-2021,736.2757568,745.8856564,733.9853324,740.109785,6727233,AXISBANK,0.15062572,0
23-06-2021,729.3048096,740.6574318,727.7612667,740.1097309,6154147,AXISBANK,0.497819881,1
24-06-2021,736.0766602,739.8608477,728.0600832,732.8401736,5313822,AXISBANK,0.007149281,1
25-06-2021,758.1843262,762.7652361,734.4832974,734.4832974,11170037,AXISBANK,0.093755422,1
28-06-2021,759.2299805,766.3999944,754.5992908,761.3710043,7672743,AXISBANK,-0.269678202,0
29-06-2021,748.8234253,760.3751685,746.9313011,757.8357835,7500655,AXISBANK,0.060605835,0
30-06-2021,745.1885376,757.3378218,743.4458141,749.371086,5459970,AXISBANK,-0.06318526,0
01-07-2021,743.3463135,751.26327,741.4044093,746.8815406,5695690,AXISBANK,0.150371763,1
02-07-2021,747.5288696,749.7196735,740.9064956,744.4915027,3557647,AXISBANK,0.348897511,1
05-07-2021,757.1885376,758.8317014,750.2674834,753.9520507,4680089,AXISBANK,0.332187443,0
06-07-2021,755.1967773,763.8108352,752.0599114,753.8524149,5529485,AXISBANK,-0.018115681,1
07-07-2021,759.7278442,760.8232461,749.1221032,752.7569506,3573368,AXISBANK,-0.391584047,0
08-07-2021,751.2633057,763.9602925,748.5745198,756.8399971,4188267,AXISBANK,0.037151843,0
09-07-2021,744.2424927,749.7694644,737.1720388,748.8731823,5782119,AXISBANK,0.502305041,1
12-07-2021,750.4664917,754.6490402,745.1885414,749.3710898,4475466,AXISBANK,-0.002309583,1
13-07-2021,767.5452271,769.7858716,751.8607154,755.8440835,9810976,AXISBANK,0.815303421,0
14-07-2021,766.8480835,770.2339704,760.8232518,767.7443656,5621924,AXISBANK,0.144786312,1
15-07-2021,770.9310913,775.0140191,763.3128759,767.2962438,4239868,AXISBANK,-0.17596285,0
16-07-2021,767.9435425,772.7733516,763.3626331,772.7733516,2913553,AXISBANK,0.036762835,0
19-07-2021,752.0599365,763.4623403,746.4831845,749.1719702,5554486,AXISBANK,0.262223118,0
20-07-2021,742.6491699,752.059889,741.105627,751.8607084,5815740,AXISBANK,0.347700896,1
22-07-2021,743.6450195,755.3461631,737.918928,746.9810659,7876163,AXISBANK,-0.273870003,1
23-07-2021,752.2590942,760.8233114,737.0226625,745.8856809,6604465,AXISBANK,0.35333656,1
26-07-2021,753.1552734,756.8399009,741.9022713,750.8648491,7890992,AXISBANK,0.29301412,0
27-07-2021,728.6575928,752.8565409,726.0683671,747.3794099,15441543,AXISBANK,0.077982292,0
28-07-2021,719.8942261,731.7447097,709.1390836,731.7447097,11102486,AXISBANK,-0.786181019,0
29-07-2021,714.2677002,725.4709231,713.0228977,717.0062658,6855673,AXISBANK,0.333146514,0
30-07-2021,705.9523926,715.6618517,704.2096691,715.0643101,10358450,AXISBANK,-0.160334809,1
02-08-2021,718.1514893,722.5331576,709.0395106,712.0270366,6823345,AXISBANK,0.129920252,1
03-08-2021,735.5289307,737.7695753,716.3091908,720.9896607,9265839,AXISBANK,-0.01608917,1
04-08-2021,750.6656494,753.8523558,735.5786803,737.4209636,9744349,AXISBANK,-0.034155935,0
05-08-2021,746.1843872,751.8606987,740.4085159,749.8690147,7246991,AXISBANK,0.446035666,0
06-08-2021,737.7695313,754.4997257,735.7280673,743.8939839,6522599,AXISBANK,-0.027402046,1
09-08-2021,752.3586426,754.2507667,736.6741308,737.9189334,6064688,AXISBANK,0.254946937,1
10-08-2021,758.3834229,760.8232478,751.8606703,752.3585912,8309248,AXISBANK,-0.33752901,0
11-08-2021,757.6365356,765.8024517,749.3710597,761.8190839,6429468,AXISBANK,0.246601113,0
12-08-2021,754.2009277,760.2258206,750.2175597,755.8440914,3572081,AXISBANK,-0.133344582,1
13-08-2021,756.7403564,761.3212053,751.0640449,754.3503113,4239376,AXISBANK,0.150065628,1
16-08-2021,758.831665,762.6158528,752.8566126,752.8566126,3967629,AXISBANK,-0.10145969,0
17-08-2021,753.6034546,756.8399412,746.1844193,755.8440992,5576110,AXISBANK,-0.169702841,0
18-08-2021,751.2633057,760.6241849,747.3794972,760.6241849,5370460,AXISBANK,-0.152266241,0
20-08-2021,737.1720581,745.8856758,733.1389101,742.6989692,6092036,AXISBANK,-0.034619603,0
23-08-2021,733.0393066,746.3836144,731.3464238,746.3836144,3614761,AXISBANK,0.083600851,1
24-08-2021,743.2466431,746.5827502,728.4584139,732.9397028,4537435,AXISBANK,-0.020200334,0
25-08-2021,735.9769897,748.3254544,732.1430225,745.088968,6726509,AXISBANK,-0.019755804,1
26-08-2021,743.2466431,746.8814906,729.3048552,731.0475787,6492155,AXISBANK,0.45920929,1
27-08-2021,749.2715454,756.4415592,737.9189223,743.3960533,5841967,AXISBANK,-0.248694241,1
30-08-2021,780.789917,786.2172681,750.8648767,752.8565607,12517507,AXISBANK,0.203076328,1
31-08-2021,783.2297363,785.7193413,775.1634404,781.6364134,12114870,AXISBANK,0.845519822,1
01-09-2021,795.5782471,815.5946482,792.0927999,794.7815248,19972195,AXISBANK,-0.138847417,1
02-09-2021,799.3623657,802.748192,789.1052055,792.1922913,6799617,AXISBANK,-0.335376062,0
03-09-2021,794.6819458,806.5324904,784.424785,801.154919,7509746,AXISBANK,0.548996644,1
06-09-2021,797.4702759,802.5491066,792.0429247,797.5200558,4539192,AXISBANK,0.103801329,0
07-09-2021,784.5740356,796.0760585,778.7981646,794.6818555,6926921,AXISBANK,0.440385219,1
08-09-2021,791.3956909,794.0346359,779.7443268,786.7152211,5903035,AXISBANK,0.551424854,0
09-09-2021,786.864563,790.3997899,780.9392911,785.7193204,4909325,AXISBANK,0.611713148,0
13-09-2021,785.0720215,787.1633262,780.2422121,782.7318171,4814443,AXISBANK,-0.24918343,1
14-09-2021,791.0969238,797.6694568,786.7151946,787.7110367,6301208,AXISBANK,-0.078836559,0
15-09-2021,788.109375,794.1342069,783.7276459,792.6902238,4075592,AXISBANK,0.224813161,1
16-09-2021,799.2628174,804.0926879,785.8189495,789.2048368,15446511,AXISBANK,-0.55487286,1
17-09-2021,803.992981,817.2875076,793.9350015,805.4867439,14641298,AXISBANK,0.172585483,0
20-09-2021,792.5408325,805.1880381,788.2089441,796.6736011,6306484,AXISBANK,0.26507773,0
21-09-2021,792.0429077,795.6777553,769.0887618,791.9433478,7833561,AXISBANK,0.11292536,0
22-09-2021,785.0720215,793.4868986,782.7318171,789.2047901,4359142,AXISBANK,-0.127958623,1
23-09-2021,808.7730713,811.1132756,789.2545324,791.0470358,9043492,AXISBANK,0.115238109,0
24-09-2021,794.7316895,813.5531274,791.7939434,809.1713983,5184626,AXISBANK,0.240370948,0
27-09-2021,793.6362305,805.4369329,789.5034622,799.5615021,7715259,AXISBANK,-0.010904015,0
28-09-2021,785.9185181,802.2502904,774.7650755,798.6652835,7369680,AXISBANK,0.408040227,0
29-09-2021,778.8978271,786.2172414,775.2629796,779.7442685,14241004,AXISBANK,-0.09015132,0
30-09-2021,763.3626099,784.0761096,761.6696664,776.6571359,9178187,AXISBANK,0.53421121,1
01-10-2021,764.9560547,768.4912816,750.8648661,760.2258052,6089895,AXISBANK,-0.110107898,1
04-10-2021,775.7609253,777.9020099,767.0970877,767.8937491,5845527,AXISBANK,0.336555588,1
05-10-2021,779.3458862,780.7400893,767.9933245,771.1800309,3945224,AXISBANK,-0.797423077,0
06-10-2021,775.7111206,790.8977108,772.7733746,778.997387,5092479,AXISBANK,-0.359832204,0
07-10-2021,773.8687744,786.8645608,770.8812485,786.7151602,6622698,AXISBANK,-0.185794477,1
08-10-2021,778.6986694,781.7359754,772.7733973,778.6488895,4295686,AXISBANK,0.405562651,1
11-10-2021,783.8770752,789.7027267,775.7609384,778.7484644,4417455,AXISBANK,0.16769905,1
12-10-2021,793.8355103,796.3748953,782.1841462,784.7235312,5098502,AXISBANK,-0.291193878,0
13-10-2021,791.2960205,801.1548805,789.9018782,796.6238116,4381414,AXISBANK,-0.119680207,1
14-10-2021,798.7150269,800.6569308,784.7234596,795.6777211,7157116,AXISBANK,-0.147976976,1
18-10-2021,809.9182129,816.5903658,798.7149914,816.5903658,11014585,AXISBANK,0.009352919,0
19-10-2021,798.3167725,823.5613431,795.1798458,816.5904491,10633732,AXISBANK,0.094693185,1
20-10-2021,801.4536133,810.4161911,788.7068481,797.2710648,9023067,AXISBANK,0.040872547,1
21-10-2021,804.4411621,810.1174737,789.005611,804.5905627,7405639,AXISBANK,0.060979425,1
22-10-2021,813.3041382,821.5696143,803.4452785,808.6236688,10646970,AXISBANK,0.031998567,1
25-10-2021,841.5859985,863.2954014,822.0177409,826.6483694,29193770,AXISBANK,0.154328189,0
26-10-2021,838.3994141,848.1088737,820.0758967,844.8723871,16771909,AXISBANK,-0.049583321,0
27-10-2021,784.2255249,837.303888,782.3832416,836.5072266,39606414,AXISBANK,-0.459769179,0
28-10-2021,755.1967773,785.7193598,751.5122105,784.2255968,19320926,AXISBANK,-0.25623803,0
29-10-2021,738.9147949,758.8316358,711.0312178,758.8316358,21343427,AXISBANK,-0.001893381,1
01-11-2021,749.2216797,756.839895,736.9230557,751.8606852,11694854,AXISBANK,0.188658778,1
02-11-2021,752.7070923,758.1842229,744.9395375,749.3710462,11812106,AXISBANK,0.131780742,0
03-11-2021,747.4789429,759.478887,745.3876991,756.2921806,10529505,AXISBANK,0.082539376,1
04-11-2021,749.8192749,753.9022029,748.2757319,753.852423,793433,AXISBANK,0.077453952,0
08-11-2021,747.927124,757.8357641,738.4168451,757.8357641,13872770,AXISBANK,0.120295315,0
09-11-2021,741.9520264,750.815044,740.2590829,746.8814561,12120207,AXISBANK,0.092010988,1
10-11-2021,746.2341309,750.2174986,728.9562976,739.6118184,10844883,AXISBANK,0.085168479,0
11-11-2021,734.9812012,744.8898416,732.043455,744.8898416,6195359,AXISBANK,0.45203945,0
12-11-2021,732.989502,739.7114355,730.450117,739.7114355,9372897,AXISBANK,0.587274101,0
15-11-2021,730.2011719,740.9064737,724.9730012,734.9314215,12849161,AXISBANK,-0.081126879,0
16-11-2021,723.1307373,730.2509716,718.3008668,730.2011916,8978763,AXISBANK,0.241382697,0
17-11-2021,709.3880005,721.8858658,703.8113098,718.0020578,18083445,AXISBANK,-0.58303899,0
18-11-2021,703.4129639,713.0228634,698.9815156,712.0270214,13458109,AXISBANK,0.17133716,0
22-11-2021,683.5460205,710.0353952,674.5834419,710.0353952,16741079,AXISBANK,-0.374189288,0
23-11-2021,682.7990723,689.7699661,674.5335353,678.1683828,16575348,AXISBANK,-0.044009389,0
24-11-2021,682.3011475,692.2097264,679.2140009,687.1309567,11463429,AXISBANK,-0.127013002,0
25-11-2021,677.072937,684.1433902,673.7368302,683.1475483,9760486,AXISBANK,-0.096827857,0
26-11-2021,658.9984131,672.0937591,657.7038307,666.2182673,10252753,AXISBANK,-0.051354399,0
29-11-2021,648.3926392,662.6830069,646.6499158,662.2846459,12084376,AXISBANK,0.796462018,1
30-11-2021,652.9238281,674.6331715,645.3056126,645.3056126,24699809,AXISBANK,-0.06293451,1
01-12-2021,676.7741699,678.5667341,657.2556919,662.1353418,16184200,AXISBANK,-0.024411682,0
02-12-2021,673.2886963,675.9774816,665.272181,672.1932945,8612601,AXISBANK,0.510100651,0
03-12-2021,670.2015991,684.4919061,668.2099153,676.2762104,9505985,AXISBANK,0.207075295,0
06-12-2021,660.3428345,675.9277868,658.4009911,671.1975371,8022785,AXISBANK,0.394482364,1
07-12-2021,684.1434326,688.6745014,667.2141191,669.2058031,15123987,AXISBANK,0.327956744,1
08-12-2021,694.2014771,698.6329864,684.7908182,692.110233,11670826,AXISBANK,-0.371395733,0
09-12-2021,691.0645752,696.9898473,685.1393031,695.2471238,7021395,AXISBANK,0.797946481,0
10-12-2021,685.1890869,689.0728951,680.9069784,687.2305509,5549743,AXISBANK,0.35815821,1
13-12-2021,701.0727539,708.9399299,690.218052,696.093544,13634563,AXISBANK,-0.049971299,1
14-12-2021,707.9440918,711.0311776,694.6993448,698.0852318,8612512,AXISBANK,-0.437187624,1
15-12-2021,709.5374756,717.0062911,704.6080452,709.4379157,7692888,AXISBANK,-0.103547507,0
16-12-2021,706.6992798,718.9481239,702.1183702,716.0103779,7309187,AXISBANK,-0.324146165,0
17-12-2021,686.0355835,705.0561415,682.2513352,704.5582205,7844705,AXISBANK,0.306984984,0
20-12-2021,671.5460205,679.0148354,657.3552722,678.1186141,9934646,AXISBANK,0.409816293,0
21-12-2021,663.0812988,680.1600116,659.7452528,680.1600116,10116104,AXISBANK,-0.032595238,1
22-12-2021,666.5667725,674.0355869,661.2390424,667.214094,7489534,AXISBANK,0.348181033,1
23-12-2021,675.9775391,681.6538506,669.8033065,674.1850356,6884683,AXISBANK,-0.220503594,0
24-12-2021,664.7244873,679.1641953,659.6954977,678.3177539,6028893,AXISBANK,0.191206889,1
27-12-2021,669.3552856,671.7950501,653.2226316,660.2930861,6996729,AXISBANK,-0.197284596,1
28-12-2021,672.6416016,678.0191128,669.2059339,674.4838853,4645547,AXISBANK,0.078028123,0
29-12-2021,667.7120972,676.7742355,664.4756105,671.6954654,3969894,AXISBANK,-0.287592738,0
30-12-2021,666.0689697,670.3012987,661.7370809,665.2225282,5119705,AXISBANK,0.175544307,1
31-12-2021,675.7285156,683.645471,668.4091019,670.1518252,5586980,AXISBANK,-0.01792744,1
03-01-2022,693.4545288,695.5956133,676.176695,677.4214975,8550860,AXISBANK,-0.059094748,1
04-01-2022,706.201416,708.0934794,697.1392169,698.085279,9705906,AXISBANK,-0.00075024,1
05-01-2022,723.8775635,727.8609314,704.8071651,708.9399337,11312955,AXISBANK,-0.565194347,1
06-01-2022,727.2633667,730.4500731,716.0103648,716.9564268,7955578,AXISBANK,-0.149828325,1
07-01-2022,727.5621338,737.8193549,722.2344035,730.9480209,10454143,AXISBANK,-0.150316924,1
10-01-2022,739.7114258,740.9064483,730.1513669,730.5995079,9595787,AXISBANK,0.08354657,1
11-01-2022,740.1595459,743.9437332,734.234274,739.8110255,7252279,AXISBANK,0.596120169,1
12-01-2022,743.7445679,748.3254775,740.0600011,746.5329741,5294563,AXISBANK,-0.497021079,0
13-01-2022,737.6201782,745.8856546,733.9853306,745.8856546,5196538,AXISBANK,0.254344772,0
14-01-2022,718.6992188,732.8899679,713.0726869,731.7447253,16302342,AXISBANK,0.243169912,0
17-01-2022,709.6868286,717.6037239,706.549902,716.010401,19680557,AXISBANK,0.062273164,1
18-01-2022,722.1846924,732.8402149,711.2802094,714.5166962,24055886,AXISBANK,-0.221426637,1
19-01-2022,726.5662231,728.9064881,715.7115829,722.1845553,7746270,AXISBANK,-0.241761138,0
20-01-2022,725.8692627,734.0849592,719.1473292,728.0102865,8505400,AXISBANK,0.295587936,0
21-01-2022,709.5374756,722.234462,705.1059662,718.9979753,10689060,AXISBANK,0.146098527,0
24-01-2022,701.6702271,713.4212109,685.3384552,712.0270078,8812501,AXISBANK,0.194810822,1
25-01-2022,749.0723267,751.860672,705.6535812,711.031152,38088158,AXISBANK,0.134131844,1
27-01-2022,770.6322632,773.7691896,735.0309137,740.9064055,34927774,AXISBANK,0.371960499,0
28-01-2022,761.5203857,781.4372256,758.3336792,774.864632,17765524,AXISBANK,0.077792155,1
31-01-2022,769.8356323,774.5658817,759.180111,772.2256774,12319200,AXISBANK,0.068214532,1
01-02-2022,778.6488647,790.5989684,765.9020388,774.8646166,15457534,AXISBANK,0.198317079,1
02-02-2022,800.7565308,802.549095,784.0761772,786.7151828,13478899,AXISBANK,0.496440194,0
03-02-2022,796.2254639,808.5241491,789.7524908,798.8644695,10802708,AXISBANK,0.353456465,0
04-02-2022,795.2295532,801.1548248,787.8603595,793.6362305,10776387,AXISBANK,-0.154224963,0
07-02-2022,786.3168335,800.2586218,780.8397024,799.1632198,10939179,AXISBANK,0.125254184,1
08-02-2022,795.2295532,797.6693781,772.9227307,790.6984846,12300670,AXISBANK,-0.28713036,1
09-02-2022,800.5075073,806.1340385,796.8229408,797.6693821,9399830,AXISBANK,0.547582514,1
10-02-2022,806.4328003,812.5572526,799.7606471,804.1921559,12848281,AXISBANK,0.32748041,0
11-02-2022,800.4578247,806.5324977,795.179874,797.6196992,9717894,AXISBANK,0.44318713,0
14-02-2022,770.1343384,799.6610762,766.7485123,786.715131,8617389,AXISBANK,0.151800784,1
15-02-2022,793.6362305,795.7772541,761.1219675,773.769172,7426563,AXISBANK,-0.332521109,1
16-02-2022,793.7359009,804.939124,786.0181249,791.6944368,7457765,AXISBANK,0.249246635,0
17-02-2022,779.545166,798.6653461,777.2547414,793.6861357,6516308,AXISBANK,0.199375709,1
18-02-2022,784.1260986,787.2629648,775.7610006,777.9020855,5466662,AXISBANK,0.105181066,1
21-02-2022,785.5699463,793.4869024,772.8729606,780.2919958,5635224,AXISBANK,0.013095858,0
22-02-2022,775.9104004,783.7277366,762.9146123,762.9146123,6923558,AXISBANK,0.147256759,0
23-02-2022,773.9683838,782.2338599,769.0389539,780.242176,6303173,AXISBANK,0.058932845,0
24-02-2022,727.2633667,765.9518631,722.2841569,749.2715103,13085009,AXISBANK,0.064671714,1
25-02-2022,754.8980713,761.6697852,734.333969,739.2135586,10066136,AXISBANK,-0.026538562,0
28-02-2022,739.3131104,746.7819252,733.1388779,746.7819252,14463418,AXISBANK,0.405908317,1
02-03-2022,747.1304932,753.304726,721.9854816,725.6701093,11691602,AXISBANK,0.51235862,0
03-03-2022,734.5828857,756.2922295,729.3547152,752.8565624,8357181,AXISBANK,-0.029640487,0
04-03-2022,712.0270386,729.4542738,707.0976085,719.9937747,11660648,AXISBANK,-0.076427067,0
07-03-2022,664.774292,702.0685858,652.8739683,690.1184822,20147061,AXISBANK,0.111083033,1
08-03-2022,667.6124878,670.9485341,634.3513413,662.2349168,24828458,AXISBANK,-0.041854811,1
09-03-2022,671.3966675,677.6704597,656.3594173,668.707882,20438651,AXISBANK,-0.033271307,1
10-03-2022,692.0604248,717.4046164,685.3882711,704.9565911,23224756,AXISBANK,0.583398189,0
11-03-2022,687.977356,703.7117067,684.5915299,689.0230386,14224356,AXISBANK,0.403450773,1
14-03-2022,707.0975952,709.4378604,682.1517654,691.8114449,10720884,AXISBANK,0.320306616,0
15-03-2022,695.2470703,715.0145084,692.1101439,710.0352987,12157425,AXISBANK,-0.069603321,1
16-03-2022,720.840271,722.9813558,706.1516002,708.0437245,10038170,AXISBANK,0.219573721,1
17-03-2022,736.1761475,743.6449619,733.3878022,733.9355031,13657428,AXISBANK,-0.139694414,0
21-03-2022,722.8817749,746.2840633,720.6909102,741.9023339,7495685,AXISBANK,0.020403061,1
22-03-2022,728.3588257,732.9396743,703.4129362,725.9687807,11117081,AXISBANK,0.575377,0
